entity_id,entity_type,timestamp,source_ip,geo_location,resource_accessed,auth_method,session_duration,command_sequence,device_fingerprint,label
dev_3014,edge_device,2026-07-05 23:11:43,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,18.94,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
dev_3018,edge_device,2026-07-05 23:13:16,192.168.1.118,"Hawkinsville, Factory-Floor",/status,token,282.06,['EXEC /sync'],RTOS v1.0 | MAC:8c:5a:dd:ef:77:24,normal
dev_3009,edge_device,2026-07-05 23:16:43,192.168.1.109,"New Brianna, Factory-Floor",/status,biometric,269.25,['EXEC /sync'],RTOS v3.0 | MAC:04:8a:a2:2f:4c:34,normal
dev_3000,edge_device,2026-07-05 23:18:51,192.168.1.100,"Davidchester, Factory-Floor",/telemetry/upload,token,148.72,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
dev_3014,edge_device,2026-07-05 23:21:35,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,194.81,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
dev_3005,edge_device,2026-07-05 23:23:31,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,9.36,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
svc_2005,service_account,2026-07-05 23:26:33,10.0.0.63,DataCenter-US-East,/internal/backup,certificate,104.2,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2004,service_account,2026-07-05 23:26:58,10.0.0.107,DataCenter-US-East,/internal/sync,certificate,83.55,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3018,edge_device,2026-07-05 23:27:16,192.168.1.118,"Hawkinsville, Factory-Floor",/telemetry/upload,token,42.49,['EXEC /sync'],RTOS v1.0 | MAC:8c:5a:dd:ef:77:24,normal
dev_3017,edge_device,2026-07-05 23:28:28,192.168.1.117,"Port Brian, Factory-Floor",/status,token,4.4,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3018,edge_device,2026-07-05 23:29:38,192.168.1.118,"Hawkinsville, Factory-Floor",/telemetry/upload,token,7.17,['EXEC /sync'],RTOS v1.0 | MAC:8c:5a:dd:ef:77:24,normal
svc_2005,service_account,2026-07-05 23:30:56,10.0.0.63,DataCenter-US-East,/healthcheck,certificate,31.41,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3011,edge_device,2026-07-05 23:31:47,192.168.1.111,"Muellerstad, Factory-Floor",/status,token,271.28,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
svc_2001,service_account,2026-07-05 23:34:35,10.0.0.127,DataCenter-US-East,/internal/sync,certificate,21.96,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3004,edge_device,2026-07-05 23:38:39,192.168.1.104,"Port Timothyberg, Factory-Floor",/status,token,218.84,['EXEC /sync'],RTOS v1.0 | MAC:3a:5a:a2:25:59:57,normal
svc_2000,service_account,2026-07-05 23:39:06,10.0.0.194,DataCenter-US-East,/internal/backup,certificate,173.86,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2006,service_account,2026-07-05 23:40:05,10.0.0.215,DataCenter-US-East,/healthcheck,certificate,142.74,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3016,edge_device,2026-07-05 23:43:22,192.168.1.116,"Brewerland, Factory-Floor",/status,token,129.57,['EXEC /sync'],RTOS v4.0 | MAC:d4:bb:67:54:38:05,normal
dev_3007,edge_device,2026-07-05 23:46:08,192.168.1.107,"Lake Theresa, Factory-Floor",/telemetry/upload,token,169.55,['EXEC /sync'],RTOS v4.0 | MAC:dc:fe:19:bb:ad:54,normal
dev_3007,edge_device,2026-07-05 23:46:42,192.168.1.107,"Lake Theresa, Factory-Floor",/telemetry/upload,token,283.42,['EXEC /sync'],RTOS v4.0 | MAC:dc:fe:19:bb:ad:54,normal
dev_3012,edge_device,2026-07-05 23:47:54,192.168.1.112,"North Jennifer, Factory-Floor",/telemetry/upload,biometric,136.8,['EXEC /sync'],RTOS v4.0 | MAC:f2:7d:b6:62:29:eb,normal
dev_3003,edge_device,2026-07-05 23:51:15,192.168.1.103,"Crystalburgh, Factory-Floor",/status,biometric,168.62,['EXEC /sync'],RTOS v2.0 | MAC:c2:3d:f4:96:5e:bc,normal
dev_3005,edge_device,2026-07-05 23:52:34,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,84.0,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
dev_3017,edge_device,2026-07-05 23:52:46,192.168.1.117,"Port Brian, Factory-Floor",/telemetry/upload,token,87.56,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
svc_2002,service_account,2026-07-05 23:55:57,10.0.0.46,DataCenter-US-East,/healthcheck,certificate,269.82,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3007,edge_device,2026-07-05 23:57:32,192.168.1.107,"Lake Theresa, Factory-Floor",/status,token,173.46,['EXEC /sync'],RTOS v4.0 | MAC:dc:fe:19:bb:ad:54,normal
dev_3013,edge_device,2026-07-05 23:59:28,192.168.1.113,"Ellisport, Factory-Floor",/telemetry/upload,token,105.13,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
dev_3006,edge_device,2026-07-06 00:00:16,192.168.1.106,"Brandonburgh, Factory-Floor",/telemetry/upload,token,64.59,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
svc_2006,service_account,2026-07-06 00:00:23,10.0.0.215,DataCenter-US-East,/healthcheck,certificate,199.28,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3015,edge_device,2026-07-06 00:01:42,192.168.1.115,"Mooreside, Factory-Floor",/telemetry/upload,token,1.38,['EXEC /sync'],RTOS v1.0 | MAC:50:8b:5a:1b:16:c1,normal
dev_3015,edge_device,2026-07-06 00:05:18,192.168.1.115,"Mooreside, Factory-Floor",/status,token,118.04,['EXEC /sync'],RTOS v1.0 | MAC:50:8b:5a:1b:16:c1,normal
dev_3011,edge_device,2026-07-06 00:06:01,192.168.1.111,"Muellerstad, Factory-Floor",/status,token,153.91,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
dev_3015,edge_device,2026-07-06 00:06:02,192.168.1.115,"Mooreside, Factory-Floor",/telemetry/upload,token,267.96,['EXEC /sync'],RTOS v1.0 | MAC:50:8b:5a:1b:16:c1,normal
dev_3017,edge_device,2026-07-06 00:06:10,192.168.1.117,"Port Brian, Factory-Floor",/telemetry/upload,token,68.64,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3013,edge_device,2026-07-06 00:07:34,192.168.1.113,"Ellisport, Factory-Floor",/status,token,182.86,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
svc_2000,service_account,2026-07-06 00:11:19,10.0.0.194,DataCenter-US-East,/internal/sync,certificate,208.54,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3010,edge_device,2026-07-06 00:17:09,192.168.1.110,"East Heather, Factory-Floor",/telemetry/upload,token,269.3,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
dev_3017,edge_device,2026-07-06 00:22:45,192.168.1.117,"Port Brian, Factory-Floor",/status,token,125.55,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3018,edge_device,2026-07-06 00:29:22,192.168.1.118,"Hawkinsville, Factory-Floor",/telemetry/upload,token,111.7,['EXEC /sync'],RTOS v1.0 | MAC:8c:5a:dd:ef:77:24,normal
svc_2002,service_account,2026-07-06 00:30:59,10.0.0.46,DataCenter-US-East,/internal/sync,certificate,218.2,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3002,edge_device,2026-07-06 00:35:14,192.168.1.102,"Debraton, Factory-Floor",/status,token,283.83,['EXEC /sync'],RTOS v1.0 | MAC:ac:2f:ec:5e:33:99,normal
dev_3017,edge_device,2026-07-06 00:38:12,192.168.1.117,"Port Brian, Factory-Floor",/status,token,73.93,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3005,edge_device,2026-07-06 00:40:51,192.168.1.105,"Julieport, Factory-Floor",/status,token,146.29,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
svc_2009,service_account,2026-07-06 00:45:45,10.0.0.116,DataCenter-US-East,/healthcheck,certificate,293.74,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3005,edge_device,2026-07-06 00:48:12,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,226.14,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
dev_3010,edge_device,2026-07-06 00:48:48,192.168.1.110,"East Heather, Factory-Floor",/status,token,276.86,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
svc_2004,service_account,2026-07-06 00:51:46,10.0.0.107,DataCenter-US-East,/healthcheck,certificate,248.4,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2002,service_account,2026-07-06 00:53:24,10.0.0.46,DataCenter-US-East,/internal/backup,certificate,60.68,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3005,edge_device,2026-07-06 00:56:13,192.168.1.105,"Julieport, Factory-Floor",/telemetry/upload,token,206.84,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
svc_2003,service_account,2026-07-06 00:58:25,10.0.0.55,DataCenter-US-East,/internal/sync,certificate,8.37,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3000,edge_device,2026-07-06 00:59:02,192.168.1.100,"Davidchester, Factory-Floor",/telemetry/upload,token,241.11,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
dev_3011,edge_device,2026-07-06 01:05:22,192.168.1.111,"Muellerstad, Factory-Floor",/telemetry/upload,token,265.78,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
svc_2002,service_account,2026-07-06 01:06:38,10.0.0.46,DataCenter-US-East,/internal/backup,certificate,262.01,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3011,edge_device,2026-07-06 01:07:15,192.168.1.111,"Muellerstad, Factory-Floor",/status,token,219.36,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
dev_3006,edge_device,2026-07-06 01:07:28,192.168.1.106,"Brandonburgh, Factory-Floor",/status,token,124.73,['EXEC /sync'],RTOS v3.0 | MAC:32:6f:58:23:49:b0,normal
dev_3004,edge_device,2026-07-06 01:09:06,192.168.1.104,"Port Timothyberg, Factory-Floor",/telemetry/upload,token,5.94,['EXEC /sync'],RTOS v1.0 | MAC:3a:5a:a2:25:59:57,normal
svc_2001,service_account,2026-07-06 01:11:11,10.0.0.127,DataCenter-US-East,/healthcheck,certificate,87.33,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3014,edge_device,2026-07-06 01:13:55,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,155.16,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
svc_2002,service_account,2026-07-06 01:14:46,10.0.0.46,DataCenter-US-East,/healthcheck,certificate,30.69,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3019,edge_device,2026-07-06 01:15:18,192.168.1.119,"Alexandrafurt, Factory-Floor",/status,biometric,13.74,['EXEC /sync'],RTOS v1.0 | MAC:54:3c:eb:3d:b9:99,normal
svc_2006,service_account,2026-07-06 01:16:15,10.0.0.215,DataCenter-US-East,/internal/backup,certificate,295.99,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2005,service_account,2026-07-06 01:16:45,10.0.0.63,DataCenter-US-East,/internal/backup,certificate,195.26,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3010,edge_device,2026-07-06 01:18:04,192.168.1.110,"East Heather, Factory-Floor",/status,token,211.36,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
dev_3000,edge_device,2026-07-06 01:21:43,192.168.1.100,"Davidchester, Factory-Floor",/status,token,181.91,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
svc_2008,service_account,2026-07-06 01:24:19,10.0.0.137,DataCenter-US-East,/healthcheck,certificate,123.38,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3015,edge_device,2026-07-06 01:24:45,192.168.1.115,"Mooreside, Factory-Floor",/telemetry/upload,token,131.93,['EXEC /sync'],RTOS v1.0 | MAC:50:8b:5a:1b:16:c1,normal
dev_3002,edge_device,2026-07-06 01:26:42,192.168.1.102,"Debraton, Factory-Floor",/telemetry/upload,token,200.27,['EXEC /sync'],RTOS v1.0 | MAC:ac:2f:ec:5e:33:99,normal
dev_3000,edge_device,2026-07-06 01:32:37,192.168.1.100,"Davidchester, Factory-Floor",/telemetry/upload,token,175.53,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
svc_2001,service_account,2026-07-06 01:32:49,10.0.0.127,DataCenter-US-East,/healthcheck,certificate,4.17,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3007,edge_device,2026-07-06 01:33:36,192.168.1.107,"Lake Theresa, Factory-Floor",/telemetry/upload,token,3.37,['EXEC /sync'],RTOS v4.0 | MAC:dc:fe:19:bb:ad:54,normal
dev_3011,edge_device,2026-07-06 01:34:42,192.168.1.111,"Muellerstad, Factory-Floor",/telemetry/upload,token,246.35,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
svc_2009,service_account,2026-07-06 01:37:16,10.0.0.116,DataCenter-US-East,/internal/backup,certificate,180.46,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3001,edge_device,2026-07-06 01:45:00,192.168.1.101,"Robertsberg, Factory-Floor",/telemetry/upload,token,285.7,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
dev_3013,edge_device,2026-07-06 01:45:00,192.168.1.113,"Ellisport, Factory-Floor",/telemetry/upload,token,293.53,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
dev_3010,edge_device,2026-07-06 01:46:02,192.168.1.110,"East Heather, Factory-Floor",/status,token,220.88,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
dev_3019,edge_device,2026-07-06 01:48:33,192.168.1.119,"Alexandrafurt, Factory-Floor",/status,biometric,16.93,['EXEC /sync'],RTOS v1.0 | MAC:54:3c:eb:3d:b9:99,normal
dev_3017,edge_device,2026-07-06 01:52:30,192.168.1.117,"Port Brian, Factory-Floor",/telemetry/upload,token,12.2,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3015,edge_device,2026-07-06 01:53:53,192.168.1.115,"Mooreside, Factory-Floor",/status,token,107.49,['EXEC /sync'],RTOS v1.0 | MAC:50:8b:5a:1b:16:c1,normal
dev_3007,edge_device,2026-07-06 01:56:33,192.168.1.107,"Lake Theresa, Factory-Floor",/telemetry/upload,token,192.17,['EXEC /sync'],RTOS v4.0 | MAC:dc:fe:19:bb:ad:54,normal
dev_3002,edge_device,2026-07-06 02:00:14,192.168.1.102,"Debraton, Factory-Floor",/telemetry/upload,token,69.26,['EXEC /sync'],RTOS v1.0 | MAC:ac:2f:ec:5e:33:99,normal
dev_3001,edge_device,2026-07-06 02:01:28,192.168.1.101,"Robertsberg, Factory-Floor",/telemetry/upload,token,291.56,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
dev_3011,edge_device,2026-07-06 02:01:35,192.168.1.111,"Muellerstad, Factory-Floor",/status,token,182.02,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
dev_3017,edge_device,2026-07-06 02:06:05,192.168.1.117,"Port Brian, Factory-Floor",/status,token,7.27,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
svc_2009,service_account,2026-07-06 02:06:23,10.0.0.116,DataCenter-US-East,/internal/sync,certificate,259.68,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3008,edge_device,2026-07-06 02:07:11,192.168.1.108,"Craigmouth, Factory-Floor",/status,token,30.92,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
dev_3001,edge_device,2026-07-06 02:10:04,192.168.1.101,"Robertsberg, Factory-Floor",/status,token,195.67,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
dev_3004,edge_device,2026-07-06 02:10:26,192.168.1.104,"Port Timothyberg, Factory-Floor",/status,token,212.38,['EXEC /sync'],RTOS v1.0 | MAC:3a:5a:a2:25:59:57,normal
svc_2003,service_account,2026-07-06 02:10:53,10.0.0.55,DataCenter-US-East,/healthcheck,certificate,250.14,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2000,service_account,2026-07-06 02:12:25,10.0.0.194,DataCenter-US-East,/internal/backup,certificate,200.0,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
usr_1030,user,2026-07-06 02:15:51,150.137.205.86,"Maryfurt, Algeria",/api/v1/new_project_docs,token,180.0,['GET /new_project_docs'],macOS 14.0 | Chrome 126.0,insider_drift
usr_1045,user,2026-07-06 02:15:56,201.129.254.219,"Grahamborough, Malaysia",/api/v1/new_project_docs,token,180.0,['GET /new_project_docs'],macOS 14.3 | Chrome 126.0,insider_drift
svc_2007,service_account,2026-07-06 02:20:28,10.0.0.12,DataCenter-US-East,/internal/sync,certificate,242.48,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3008,edge_device,2026-07-06 02:23:31,192.168.1.108,"Craigmouth, Factory-Floor",/telemetry/upload,token,280.28,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
dev_3010,edge_device,2026-07-06 02:25:19,192.168.1.110,"East Heather, Factory-Floor",/telemetry/upload,token,143.47,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
dev_3001,edge_device,2026-07-06 02:25:53,192.168.1.101,"Robertsberg, Factory-Floor",/telemetry/upload,token,110.78,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
svc_2007,service_account,2026-07-06 02:37:42,10.0.0.12,DataCenter-US-East,/internal/backup,certificate,127.13,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3017,edge_device,2026-07-06 02:42:06,192.168.1.117,"Port Brian, Factory-Floor",/telemetry/upload,token,51.09,['EXEC /sync'],RTOS v3.0 | MAC:2a:69:0d:fe:d0:7e,normal
dev_3014,edge_device,2026-07-06 02:44:51,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,8.86,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
svc_2004,service_account,2026-07-06 02:51:33,10.0.0.107,DataCenter-US-East,/healthcheck,certificate,257.76,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3000,edge_device,2026-07-06 02:53:35,192.168.1.100,"Davidchester, Factory-Floor",/status,token,59.81,['EXEC /sync'],RTOS v4.0 | MAC:b6:b7:33:d5:c0:7d,normal
dev_3007,edge_device,2026-07-06 02:56:56,192.168.1.107,"Lake Theresa, Factory-Floor",/telemetry/upload,token,143.57,['EXEC /sync'],RTOS v4.0 | MAC:dc:fe:19:bb:ad:54,normal
svc_2002,service_account,2026-07-06 02:57:20,10.0.0.46,DataCenter-US-East,/internal/sync,certificate,242.7,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3014,edge_device,2026-07-06 02:58:25,192.168.1.114,"Christineburgh, Factory-Floor",/status,token,14.9,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
svc_2000,service_account,2026-07-06 02:58:51,10.0.0.194,DataCenter-US-East,/healthcheck,certificate,149.03,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2001,service_account,2026-07-06 02:59:16,10.0.0.127,DataCenter-US-East,/healthcheck,certificate,152.97,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3005,edge_device,2026-07-06 03:00:47,192.168.1.105,"Julieport, Factory-Floor",/status,token,109.77,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
dev_3003,edge_device,2026-07-06 03:08:12,192.168.1.103,"Crystalburgh, Factory-Floor",/telemetry/upload,biometric,103.21,['EXEC /sync'],RTOS v2.0 | MAC:c2:3d:f4:96:5e:bc,normal
dev_3002,edge_device,2026-07-06 03:08:50,192.168.1.102,"Debraton, Factory-Floor",/status,token,229.04,['EXEC /sync'],RTOS v1.0 | MAC:ac:2f:ec:5e:33:99,normal
svc_2005,service_account,2026-07-06 03:09:59,10.0.0.63,DataCenter-US-East,/internal/backup,certificate,142.27,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3016,edge_device,2026-07-06 03:11:58,192.168.1.116,"Brewerland, Factory-Floor",/telemetry/upload,token,266.51,['EXEC /sync'],RTOS v4.0 | MAC:d4:bb:67:54:38:05,normal
svc_2008,service_account,2026-07-06 03:14:59,10.0.0.137,DataCenter-US-East,/internal/backup,certificate,191.17,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
svc_2002,service_account,2026-07-06 03:17:54,10.0.0.46,DataCenter-US-East,/internal/backup,certificate,74.04,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3014,edge_device,2026-07-06 03:19:05,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,288.01,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
dev_3014,edge_device,2026-07-06 03:20:10,192.168.1.114,"Christineburgh, Factory-Floor",/telemetry/upload,token,160.28,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
svc_2004,service_account,2026-07-06 03:21:54,10.0.0.107,DataCenter-US-East,/healthcheck,certificate,225.4,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3001,edge_device,2026-07-06 03:28:17,192.168.1.101,"Robertsberg, Factory-Floor",/telemetry/upload,token,60.57,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
dev_3012,edge_device,2026-07-06 03:30:41,192.168.1.112,"North Jennifer, Factory-Floor",/telemetry/upload,biometric,81.34,['EXEC /sync'],RTOS v4.0 | MAC:f2:7d:b6:62:29:eb,normal
svc_2008,service_account,2026-07-06 03:32:34,10.0.0.137,DataCenter-US-East,/healthcheck,certificate,170.42,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3001,edge_device,2026-07-06 03:36:19,192.168.1.101,"Robertsberg, Factory-Floor",/telemetry/upload,token,223.1,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
dev_3016,edge_device,2026-07-06 03:36:19,192.168.1.116,"Brewerland, Factory-Floor",/telemetry/upload,token,42.05,['EXEC /sync'],RTOS v4.0 | MAC:d4:bb:67:54:38:05,normal
dev_3001,edge_device,2026-07-06 03:38:04,192.168.1.101,"Robertsberg, Factory-Floor",/telemetry/upload,token,145.11,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
dev_3013,edge_device,2026-07-06 03:38:56,192.168.1.113,"Ellisport, Factory-Floor",/telemetry/upload,token,207.17,['EXEC /sync'],RTOS v3.0 | MAC:7e:9d:82:57:8a:dd,normal
dev_3005,edge_device,2026-07-06 03:39:48,192.168.1.105,"Julieport, Factory-Floor",/status,token,154.53,['EXEC /sync'],RTOS v2.0 | MAC:c0:2e:57:c7:2b:bb,normal
dev_3011,edge_device,2026-07-06 03:40:53,192.168.1.111,"Muellerstad, Factory-Floor",/telemetry/upload,token,276.46,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
svc_2001,service_account,2026-07-06 03:41:32,10.0.0.127,DataCenter-US-East,/healthcheck,certificate,248.06,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3018,edge_device,2026-07-06 03:42:18,192.168.1.118,"Hawkinsville, Factory-Floor",/telemetry/upload,token,99.31,['EXEC /sync'],RTOS v1.0 | MAC:8c:5a:dd:ef:77:24,normal
dev_3014,edge_device,2026-07-06 03:43:39,192.168.1.114,"Christineburgh, Factory-Floor",/status,token,262.4,['EXEC /sync'],RTOS v1.0 | MAC:52:b3:a7:34:85:f6,normal
svc_2007,service_account,2026-07-06 03:44:05,10.0.0.12,DataCenter-US-East,/internal/sync,certificate,31.73,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3008,edge_device,2026-07-06 03:46:03,192.168.1.108,"Craigmouth, Factory-Floor",/telemetry/upload,token,229.88,['EXEC /sync'],RTOS v4.0 | MAC:f8:16:6c:08:1f:34,normal
dev_3003,edge_device,2026-07-06 03:46:04,192.168.1.103,"Crystalburgh, Factory-Floor",/status,biometric,24.84,['EXEC /sync'],RTOS v2.0 | MAC:c2:3d:f4:96:5e:bc,normal
dev_3001,edge_device,2026-07-06 03:49:12,192.168.1.101,"Robertsberg, Factory-Floor",/status,token,129.36,['EXEC /sync'],RTOS v4.0 | MAC:b6:36:8a:0b:48:ac,normal
svc_2000,service_account,2026-07-06 03:49:29,10.0.0.194,DataCenter-US-East,/internal/sync,certificate,201.3,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3009,edge_device,2026-07-06 03:50:40,192.168.1.109,"New Brianna, Factory-Floor",/telemetry/upload,biometric,88.38,['EXEC /sync'],RTOS v3.0 | MAC:04:8a:a2:2f:4c:34,normal
dev_3018,edge_device,2026-07-06 03:58:46,192.168.1.118,"Hawkinsville, Factory-Floor",/telemetry/upload,token,237.94,['EXEC /sync'],RTOS v1.0 | MAC:8c:5a:dd:ef:77:24,normal
dev_3011,edge_device,2026-07-06 03:59:48,192.168.1.111,"Muellerstad, Factory-Floor",/telemetry/upload,token,49.85,['EXEC /sync'],RTOS v3.0 | MAC:d4:a9:07:1b:7a:67,normal
svc_2009,service_account,2026-07-06 04:02:28,10.0.0.116,DataCenter-US-East,/healthcheck,certificate,74.87,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3004,edge_device,2026-07-06 04:04:04,192.168.1.104,"Port Timothyberg, Factory-Floor",/telemetry/upload,token,88.43,['EXEC /sync'],RTOS v1.0 | MAC:3a:5a:a2:25:59:57,normal
svc_2004,service_account,2026-07-06 04:06:22,10.0.0.107,DataCenter-US-East,/internal/sync,certificate,49.86,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
dev_3009,edge_device,2026-07-06 04:06:48,192.168.1.109,"New Brianna, Factory-Floor",/telemetry/upload,biometric,102.25,['EXEC /sync'],RTOS v3.0 | MAC:04:8a:a2:2f:4c:34,normal
dev_3010,edge_device,2026-07-06 04:08:31,192.168.1.110,"East Heather, Factory-Floor",/telemetry/upload,token,242.29,['EXEC /sync'],RTOS v4.0 | MAC:a0:20:8e:ec:42:f6,normal
svc_2009,service_account,2026-07-06 04:12:38,10.0.0.116,DataCenter-US-East,/internal/sync,certificate,111.52,['EXEC /sync'],Linux x86_64 | Daemon 2.1,normal
